name_x,club_x,profile_image,year,market_value,name_y,club_y,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,RUS_names
,,,,,Ivan Oleinikov,Chaika Peschanokopskoe,RUS, WB/M/AM (R)                         , 24/8/1998 (21 years old)  ,21.0,179.0,72.0,7000.0,21500.0,175000.0,9.0,7.0,2.0,11.0,4.0,5.0,11.0,9.0,12.0,7.0,12.0,9.0,2.0,7.0,12.0,11.0,10.0,10.0,9.0,4.0,6.0,10.0,10.0,16.0,15.0,4.0,14.0,4.0,12.0,11.0,2.0,7.0,1.0,3.0,2.0,9.0,8.0,2.0,11.0,13.0,7.0,8.0,3.0,11.0,3.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Ivan Oleinikov
,,,,,Danil Poluboyarinov,Volgar,RUS," DM, M/AM (C)                        ", 4/2/1997 (23 years old)   ,23.0,181.0,70.0,6750.0,0.0,175000.0,12.0,9.0,1.0,10.0,6.0,11.0,12.0,10.0,12.0,13.0,11.0,10.0,1.0,7.0,5.0,12.0,9.0,9.0,9.0,10.0,14.0,10.0,12.0,8.0,11.0,8.0,11.0,1.0,12.0,12.0,2.0,7.0,3.0,2.0,1.0,11.0,10.0,3.0,10.0,12.0,13.0,11.0,3.0,6.0,4.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,1,0,Danil Poluboyarinov
SEG - Sports Entertainment Group,,,,,Ilja Petrov,Neftekhimik,RUS," DM, M/AM (C)                        ", 27/6/1995 (25 years old)  ,25.0,177.0,75.0,11000.0,0.0,175000.0,8.0,10.0,3.0,13.0,7.0,15.0,12.0,10.0,12.0,8.0,13.0,9.0,2.0,11.0,9.0,12.0,14.0,11.0,9.0,9.0,8.0,9.0,9.0,16.0,13.0,8.0,13.0,2.0,12.0,11.0,3.0,10.0,3.0,3.0,1.0,11.0,11.0,1.0,12.0,12.0,11.0,8.0,3.0,9.0,3.0,2.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,1,0,Ilya Petrov
,,,,,Dmitry Korobov,Fakel,RUS," DM, M (C)                           ", 10/6/1994 (26 years old)  ,26.0,173.0,64.0,9750.0,0.0,170000.0,6.0,7.0,2.0,8.0,6.0,9.0,10.0,7.0,15.0,8.0,10.0,11.0,1.0,7.0,13.0,14.0,14.0,9.0,11.0,6.0,11.0,9.0,10.0,8.0,12.0,4.0,14.0,1.0,10.0,12.0,2.0,5.0,2.0,2.0,3.0,14.0,11.0,1.0,12.0,13.0,9.0,7.0,1.0,10.0,3.0,2.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Dmitriy Korobov
ND Management,,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,,,Nikolay Zaitsev,Fakel,RUS, D (C)                               , 1/6/1989 (31 years old)   ,31.0,193.0,94.0,17000.0,0.0,170000.0,13.0,16.0,1.0,5.0,11.0,10.0,8.0,11.0,9.0,14.0,12.0,6.0,1.0,10.0,7.0,8.0,13.0,9.0,6.0,13.0,11.0,6.0,13.0,6.0,9.0,12.0,8.0,3.0,8.0,10.0,3.0,16.0,3.0,1.0,2.0,8.0,10.0,3.0,11.0,7.0,12.0,13.0,1.0,8.0,2.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Nikolay Zaitsev
,,,,,Yegor Golenkov,Krylja Sovetov,RUS, ST (C)                              , 7/7/1999 (21 years old)   ,21.0,189.0,82.0,8000.0,0.0,170000.0,12.0,14.0,2.0,11.0,7.0,8.0,12.0,6.0,8.0,10.0,15.0,10.0,1.0,6.0,11.0,9.0,6.0,14.0,6.0,9.0,12.0,8.0,12.0,12.0,10.0,14.0,9.0,3.0,10.0,12.0,3.0,13.0,1.0,2.0,2.0,16.0,9.0,1.0,12.0,9.0,10.0,10.0,3.0,12.0,1.0,1.0,0,0,0,0,1,0,64.8,1497.63,1425.0,0,0,0,1,Yegor Golenkov
Gold Star Sports,,,,,Alexandr Smirnov,Orenburg,RUS, D/M (L)                             , 12/4/1996 (24 years old)  ,24.0,178.0,66.0,7750.0,0.0,170000.0,5.0,9.0,1.0,7.0,6.0,9.0,9.0,12.0,13.0,11.0,11.0,7.0,2.0,10.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,13.0,12.0,11.0,11.0,10.0,2.0,14.0,14.0,2.0,7.0,2.0,2.0,3.0,13.0,11.0,3.0,14.0,13.0,11.0,10.0,2.0,8.0,3.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Aleksandr Smirnov
,,,,,Dmitry Sysuev,Ufa,RUS," AM (LC), ST (C)                     ", 13/1/1988 (32 years old)  ,32.0,175.0,72.0,24000.0,0.0,170000.0,12.0,7.0,3.0,11.0,7.0,6.0,10.0,10.0,9.0,13.0,11.0,8.0,1.0,9.0,13.0,12.0,11.0,10.0,7.0,7.0,7.0,8.0,12.0,6.0,11.0,7.0,9.0,3.0,12.0,11.0,4.0,8.0,1.0,1.0,2.0,10.0,10.0,2.0,10.0,13.0,16.0,10.0,1.0,14.0,3.0,2.0,0,0,0,0,1,0,79.8,1497.63,1389.0,0,1,0,0,Dmitriy Sysuev
,,,,,Oleg Aleinik,Rotor,RUS," DM, M/AM (C)                        ", 8/2/1989 (31 years old)   ,31.0,182.0,71.0,3500.0,0.0,165000.0,4.0,10.0,2.0,12.0,5.0,14.0,13.0,10.0,14.0,8.0,12.0,10.0,1.0,11.0,15.0,12.0,7.0,13.0,10.0,8.0,6.0,10.0,9.0,10.0,9.0,10.0,12.0,2.0,11.0,10.0,1.0,8.0,2.0,1.0,3.0,11.0,12.0,1.0,11.0,13.0,11.0,8.0,3.0,12.0,1.0,3.0,0,0,0,1,0,0,79.8,1497.63,1320.0,0,0,0,1,Oleg Aleinik
,,,,,Ilja Zuev,Tom,RUS, D (C)                               , 25/1/1994 (26 years old)  ,26.0,183.0,73.0,11000.0,0.0,165000.0,6.0,13.0,3.0,10.0,8.0,10.0,7.0,13.0,8.0,12.0,9.0,12.0,2.0,12.0,12.0,10.0,5.0,10.0,9.0,9.0,12.0,9.0,12.0,10.0,10.0,10.0,8.0,2.0,10.0,12.0,2.0,10.0,1.0,1.0,2.0,8.0,12.0,2.0,12.0,10.0,14.0,13.0,3.0,11.0,3.0,3.0,1,0,0,0,0,0,64.8,1497.63,1252.0,0,0,0,1,Ilya Zuev
,,,,,Maxim Shorkin,Torpedo Moscow,RUS, D (C)                               , 3/9/1990 (29 years old)   ,29.0,188.0,75.0,11750.0,0.0,165000.0,10.0,13.0,3.0,7.0,12.0,8.0,7.0,14.0,6.0,18.0,13.0,7.0,2.0,12.0,6.0,9.0,6.0,12.0,6.0,9.0,12.0,6.0,12.0,19.0,11.0,13.0,8.0,3.0,11.0,12.0,2.0,12.0,2.0,2.0,3.0,6.0,13.0,2.0,13.0,8.0,13.0,14.0,3.0,7.0,2.0,1.0,1,0,0,0,0,0,64.8,1497.63,1370.0,0,0,0,1,Maksim Shorkin
,,,,,Maxim Zhestokov,Akron,RUS, D (C)                               , 19/6/1991 (29 years old)  ,29.0,187.0,76.0,6250.0,0.0,165000.0,12.0,13.0,3.0,4.0,6.0,8.0,6.0,10.0,7.0,8.0,12.0,9.0,1.0,11.0,7.0,9.0,5.0,13.0,5.0,12.0,13.0,4.0,10.0,10.0,10.0,14.0,10.0,3.0,8.0,11.0,3.0,10.0,3.0,1.0,1.0,6.0,9.0,1.0,10.0,8.0,11.0,13.0,3.0,6.0,1.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Maksim Zhestokov
,,,,,Dmitry Barkov,SKA Khabarovsk,RUS, ST (C)                              , 19/6/1992 (28 years old)  ,28.0,183.0,78.0,10250.0,0.0,165000.0,13.0,10.0,3.0,10.0,9.0,8.0,12.0,8.0,10.0,12.0,10.0,8.0,2.0,7.0,11.0,11.0,11.0,11.0,7.0,7.0,15.0,6.0,8.0,3.0,9.0,11.0,8.0,3.0,12.0,12.0,1.0,11.0,1.0,2.0,3.0,8.0,11.0,1.0,13.0,11.0,11.0,10.0,1.0,13.0,1.0,3.0,0,0,0,0,1,0,64.8,1497.63,1268.0,0,0,0,1,Dmitriy Barkov
,,,,,Dmitry Tsypchenko,Other,RUS, ST (C)                              , 29/6/1999 (21 years old)  ,21.0,184.0,76.0,4000.0,250000.0,165000.0,7.0,7.0,3.0,10.0,6.0,7.0,14.0,4.0,14.0,8.0,11.0,8.0,3.0,9.0,9.0,8.0,13.0,7.0,8.0,8.0,4.0,8.0,9.0,17.0,7.0,9.0,14.0,3.0,14.0,13.0,3.0,7.0,1.0,3.0,2.0,8.0,12.0,3.0,10.0,11.0,10.0,9.0,4.0,14.0,3.0,1.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Dmitriy Tsypchenko
,,,,,Alexey Gorodovoy,SKA Khabarovsk,RUS, GK                                  , 10/8/1993 (26 years old)  ,26.0,191.0,82.0,7500.0,0.0,160000.0,14.0,14.0,5.0,10.0,2.0,3.0,1.0,3.0,5.0,11.0,11.0,8.0,11.0,10.0,1.0,10.0,3.0,10.0,1.0,2.0,9.0,4.0,10.0,11.0,12.0,3.0,2.0,10.0,11.0,10.0,12.0,9.0,11.0,12.0,12.0,2.0,8.0,10.0,10.0,10.0,10.0,13.0,10.0,2.0,11.0,5.0,0,0,1,0,0,0,64.8,1497.63,1268.0,0,0,0,1,Aleksey Gorodovoy
,,,,,Valery Pochivalin,Fakel,RUS, D/WB (L)                            , 11/4/1992 (28 years old)  ,28.0,178.0,65.0,9750.0,0.0,155000.0,12.0,9.0,2.0,8.0,8.0,6.0,13.0,8.0,11.0,15.0,8.0,6.0,4.0,10.0,9.0,10.0,11.0,9.0,8.0,8.0,9.0,6.0,8.0,10.0,8.0,13.0,9.0,1.0,14.0,13.0,1.0,7.0,2.0,1.0,2.0,12.0,10.0,3.0,15.0,9.0,15.0,10.0,2.0,8.0,2.0,1.0,0,1,0,0,0,0,64.8,1497.63,1156.0,1,0,0,0,Valeriy Pochivalin
,,,,,Roman Manuilov,SKA Khabarovsk,RUS, D (RL)                              , 1/7/1995 (25 years old)   ,25.0,185.0,75.0,8000.0,0.0,155000.0,12.0,10.0,1.0,7.0,13.0,7.0,11.0,12.0,8.0,12.0,12.0,2.0,1.0,8.0,11.0,8.0,6.0,9.0,11.0,11.0,12.0,6.0,10.0,15.0,8.0,13.0,7.0,2.0,12.0,13.0,1.0,9.0,2.0,1.0,3.0,6.0,11.0,4.0,14.0,10.0,13.0,9.0,4.0,3.0,3.0,3.0,0,1,0,0,0,0,64.8,1497.63,1268.0,0,0,0,1,Roman Manuilov
,,,,,Artem Schadin,Shinnik,RUS, D/WB/M/AM (L)                       , 1/11/1992 (27 years old)  ,27.0,175.0,70.0,11000.0,0.0,155000.0,10.0,8.0,1.0,11.0,9.0,8.0,10.0,13.0,12.0,11.0,10.0,7.0,3.0,13.0,5.0,12.0,13.0,9.0,11.0,12.0,6.0,8.0,9.0,13.0,8.0,6.0,11.0,1.0,14.0,13.0,1.0,8.0,2.0,1.0,2.0,11.0,12.0,3.0,14.0,13.0,12.0,11.0,2.0,7.0,2.0,1.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Artem Schadin
,,,,,Radik Khairullov,Chaika Peschanokopskoe,RUS, D (C)                               , 23/5/1992 (28 years old)  ,28.0,190.0,78.0,10250.0,0.0,150000.0,14.0,16.0,2.0,6.0,10.0,11.0,6.0,14.0,8.0,13.0,9.0,10.0,2.0,9.0,6.0,10.0,7.0,13.0,6.0,8.0,10.0,6.0,15.0,14.0,10.0,15.0,7.0,3.0,10.0,12.0,2.0,12.0,2.0,2.0,3.0,9.0,10.0,1.0,17.0,9.0,13.0,11.0,2.0,10.0,2.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Radik Khairullov
,,,,,Yury Shafinsky,Ufa,RUS, GK                                  , 6/5/1994 (26 years old)   ,26.0,191.0,84.0,6500.0,0.0,150000.0,12.0,14.0,13.0,10.0,2.0,2.0,2.0,2.0,7.0,11.0,11.0,5.0,13.0,9.0,3.0,11.0,2.0,7.0,3.0,2.0,5.0,3.0,12.0,17.0,10.0,5.0,7.0,13.0,7.0,9.0,12.0,13.0,11.0,12.0,4.0,2.0,12.0,12.0,10.0,11.0,10.0,14.0,11.0,3.0,12.0,7.0,0,0,1,0,0,0,79.8,1497.63,1389.0,0,0,0,1,Yuriy Shafinsky
,,,,,Alexey Chernov,Ufa-2,RUS, GK                                  , 3/6/1998 (22 years old)   ,22.0,197.0,85.0,6500.0,0.0,150000.0,10.0,18.0,14.0,8.0,2.0,1.0,2.0,3.0,4.0,8.0,10.0,6.0,11.0,9.0,3.0,13.0,2.0,10.0,3.0,2.0,9.0,4.0,10.0,8.0,10.0,2.0,3.0,11.0,9.0,12.0,16.0,13.0,10.0,12.0,10.0,1.0,10.0,11.0,11.0,12.0,9.0,9.0,10.0,2.0,12.0,13.0,0,0,1,0,0,0,50.1,1497.63,1156.0,0,0,0,1,Aleksey Chernov
,,,,,Yegor Generalov,Khimki-M,RUS, GK                                  , 24/1/1993 (27 years old)  ,27.0,187.0,81.0,6250.0,0.0,150000.0,6.0,14.0,7.0,5.0,1.0,3.0,3.0,2.0,6.0,11.0,10.0,5.0,12.0,11.0,4.0,10.0,2.0,11.0,3.0,1.0,13.0,3.0,11.0,11.0,10.0,1.0,8.0,10.0,9.0,9.0,12.0,11.0,9.0,12.0,11.0,1.0,11.0,9.0,10.0,11.0,10.0,12.0,12.0,3.0,10.0,10.0,0,0,1,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Yegor Generalov
International Association of Football Agents,,,,,Alexey Isaev,Other,RUS, M/AM (C)                            , 9/11/1995 (24 years old)  ,24.0,177.0,62.0,4900.0,0.0,150000.0,6.0,9.0,1.0,14.0,2.0,5.0,12.0,10.0,12.0,8.0,9.0,10.0,3.0,6.0,7.0,14.0,12.0,10.0,10.0,6.0,10.0,10.0,10.0,12.0,10.0,4.0,10.0,2.0,13.0,12.0,3.0,5.0,1.0,3.0,2.0,14.0,9.0,1.0,8.0,14.0,8.0,12.0,3.0,9.0,2.0,3.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,1,0,Aleksey Isaev
,,,,,Timur Suleimanov,Nizhniy Novgorod,RUS, ST (C)                              , 17/4/2000 (20 years old)  ,20.0,183.0,78.0,425.0,0.0,150000.0,14.0,12.0,3.0,9.0,4.0,8.0,12.0,9.0,9.0,12.0,14.0,4.0,2.0,4.0,14.0,7.0,11.0,9.0,4.0,4.0,8.0,3.0,12.0,17.0,13.0,13.0,10.0,3.0,11.0,10.0,1.0,13.0,3.0,4.0,4.0,10.0,12.0,3.0,12.0,11.0,11.0,13.0,2.0,12.0,3.0,1.0,0,0,0,0,1,0,64.8,1497.63,1357.0,0,0,0,1,Timur Suleimanov
,,,,,Alexandr Melikhov,Akhmat,RUS, GK                                  , 23/3/1998 (22 years old)  ,22.0,187.0,70.0,6750.0,0.0,145000.0,5.0,13.0,14.0,9.0,2.0,3.0,1.0,1.0,6.0,10.0,8.0,6.0,14.0,11.0,1.0,6.0,2.0,13.0,3.0,3.0,14.0,4.0,10.0,16.0,12.0,2.0,4.0,8.0,15.0,14.0,11.0,8.0,12.0,11.0,5.0,1.0,10.0,6.0,4.0,13.0,9.0,13.0,10.0,2.0,13.0,10.0,0,0,1,0,0,0,79.8,1497.63,1463.0,0,0,0,1,Aleksandr Melikhov
Kantemir Berkhamov,,https://img.a.transfermarkt.technology/portrait/small/70211-1614272412.png?lm=1,35,-,Kantemir Berkhamov,Other,RUS," DM, M/AM (C)                        ", 7/8/1988 (31 years old)   ,31.0,180.0,72.0,34000.0,0.0,145000.0,9.0,10.0,1.0,10.0,9.0,13.0,11.0,13.0,13.0,7.0,12.0,12.0,1.0,11.0,11.0,13.0,13.0,15.0,9.0,10.0,10.0,10.0,11.0,8.0,13.0,10.0,13.0,2.0,11.0,12.0,3.0,9.0,1.0,2.0,1.0,10.0,10.0,2.0,11.0,10.0,12.0,11.0,2.0,10.0,3.0,1.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,1,0,Kantemir Berkhamov
,,,,,Alexandr Stavpets,Nizhniy Novgorod,RUS," M (R), AM (RL)                      ", 4/7/1989 (31 years old)   ,31.0,180.0,75.0,12000.0,0.0,145000.0,13.0,9.0,3.0,9.0,7.0,13.0,14.0,10.0,11.0,13.0,10.0,8.0,1.0,7.0,13.0,8.0,8.0,11.0,10.0,7.0,6.0,10.0,13.0,11.0,8.0,6.0,8.0,3.0,13.0,13.0,1.0,10.0,3.0,3.0,2.0,10.0,8.0,1.0,13.0,12.0,13.0,9.0,1.0,11.0,2.0,2.0,0,0,0,0,0,1,64.8,1497.63,1357.0,0,0,0,1,Aleksandr Stavpets
,,,,,Jamaldin Khodjaniyazov,Other,RUS," D (LC), WB (L)                      ", 18/7/1996 (24 years old)  ,24.0,181.0,73.0,6500.0,0.0,145000.0,16.0,13.0,1.0,9.0,15.0,12.0,9.0,12.0,12.0,9.0,8.0,14.0,1.0,9.0,11.0,11.0,12.0,10.0,12.0,13.0,8.0,11.0,6.0,16.0,5.0,12.0,13.0,4.0,14.0,13.0,2.0,12.0,2.0,1.0,3.0,10.0,11.0,1.0,12.0,11.0,13.0,15.0,1.0,6.0,1.0,2.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,1,0,Jamaldin Khodzhaniyazov
,,,,,Valery Saramutin,Dolgoprudny,RUS," DM, M (C)                           ", 17/5/1995 (25 years old)  ,25.0,178.0,73.0,15500.0,0.0,145000.0,14.0,9.0,2.0,10.0,5.0,10.0,12.0,12.0,11.0,13.0,7.0,9.0,1.0,11.0,9.0,12.0,9.0,12.0,10.0,11.0,13.0,9.0,11.0,17.0,10.0,11.0,9.0,1.0,11.0,10.0,3.0,10.0,1.0,3.0,2.0,9.0,10.0,2.0,10.0,13.0,13.0,10.0,1.0,7.0,2.0,1.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Valeriy Saramutin
,,,,,Evgeny Bashkirov,KGHM Zagłębie,RUS," DM, M (C)                           ", 6/7/1991 (29 years old)   ,29.0,175.0,71.0,15250.0,0.0,140000.0,5.0,8.0,2.0,13.0,10.0,14.0,13.0,11.0,11.0,12.0,11.0,8.0,1.0,12.0,7.0,13.0,6.0,12.0,10.0,13.0,13.0,10.0,13.0,14.0,12.0,9.0,12.0,2.0,12.0,11.0,1.0,6.0,3.0,4.0,2.0,8.0,11.0,3.0,13.0,14.0,14.0,10.0,1.0,9.0,2.0,3.0,0,0,0,1,0,0,73.5,1497.63,1156.0,0,0,0,1,Evgeniy Bashkirov
,,,,,Yury Zavezen,Chertanovo,RUS," M (RL), AM (RLC)                    ", 28/1/1996 (24 years old)  ,24.0,181.0,70.0,7500.0,0.0,140000.0,7.0,10.0,1.0,10.0,7.0,9.0,12.0,9.0,13.0,8.0,11.0,10.0,2.0,7.0,4.0,12.0,14.0,10.0,8.0,8.0,12.0,10.0,10.0,4.0,9.0,8.0,9.0,3.0,12.0,11.0,1.0,8.0,2.0,1.0,1.0,10.0,10.0,4.0,12.0,13.0,11.0,8.0,3.0,8.0,3.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Yuriy Zavezen
,,,,,Evgeny Latyshonok,Baltika,RUS, GK                                  , 21/6/1998 (22 years old)  ,22.0,187.0,81.0,7750.0,0.0,140000.0,6.0,11.0,10.0,7.0,3.0,2.0,2.0,1.0,5.0,8.0,8.0,6.0,13.0,7.0,3.0,11.0,2.0,6.0,2.0,1.0,11.0,3.0,9.0,18.0,13.0,1.0,5.0,13.0,10.0,12.0,10.0,5.0,7.0,13.0,5.0,1.0,8.0,13.0,2.0,15.0,7.0,11.0,10.0,3.0,9.0,10.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Evgeniy Latyshonok
,,,,,Alexandr Ryazantsev,Torpedo Moscow,RUS," DM, M/AM (C)                        ", 5/9/1986 (33 years old)   ,33.0,180.0,75.0,42000.0,0.0,135000.0,10.0,9.0,1.0,14.0,9.0,11.0,13.0,8.0,13.0,11.0,10.0,10.0,3.0,11.0,11.0,13.0,14.0,13.0,9.0,10.0,15.0,10.0,10.0,14.0,14.0,9.0,13.0,2.0,10.0,11.0,2.0,9.0,2.0,3.0,2.0,11.0,9.0,1.0,10.0,11.0,11.0,9.0,1.0,10.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1370.0,0,0,0,1,Aleksandr Ryazantsev
,,,,,Artem Maximenko,Ural,RUS," AM (RL), ST (C)                     ", 27/5/1998 (22 years old)  ,22.0,185.0,74.0,3300.0,110000.0,135000.0,5.0,12.0,1.0,8.0,5.0,8.0,10.0,6.0,13.0,10.0,13.0,7.0,3.0,9.0,4.0,9.0,11.0,8.0,9.0,8.0,14.0,10.0,10.0,9.0,7.0,11.0,14.0,3.0,10.0,14.0,3.0,10.0,3.0,1.0,1.0,12.0,10.0,2.0,11.0,12.0,11.0,8.0,1.0,12.0,1.0,2.0,0,0,0,0,0,1,79.8,1497.63,1425.0,0,0,1,0,Artem Maximenko
,,,,,Ilja Berkovskiy,Nizhniy Novgorod,RUS," M (C), AM (RC), ST (C)              ", 15/3/2000 (20 years old)  ,20.0,175.0,65.0,4000.0,27000.0,135000.0,5.0,10.0,3.0,14.0,8.0,8.0,13.0,6.0,15.0,9.0,12.0,12.0,1.0,7.0,5.0,14.0,14.0,12.0,5.0,8.0,8.0,8.0,12.0,17.0,12.0,6.0,14.0,2.0,10.0,11.0,2.0,7.0,4.0,1.0,1.0,12.0,7.0,1.0,8.0,13.0,7.0,11.0,2.0,13.0,3.0,2.0,0,0,0,1,0,0,64.8,1497.63,1357.0,0,0,0,1,Ilya Berkovskiy
,,,,,Vasily Aleinikov,Chaika Peschanokopskoe,RUS," DM, M (C)                           ", 15/5/1995 (25 years old)  ,25.0,184.0,75.0,7000.0,0.0,130000.0,13.0,11.0,2.0,8.0,5.0,10.0,12.0,12.0,9.0,11.0,12.0,11.0,2.0,7.0,13.0,11.0,5.0,11.0,12.0,10.0,6.0,12.0,13.0,12.0,11.0,10.0,9.0,2.0,11.0,12.0,3.0,9.0,3.0,3.0,3.0,10.0,12.0,1.0,13.0,12.0,12.0,10.0,3.0,9.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Vasiliy Aleinikov
,,,,,Alexandr Kleshchenko,Other,RUS, D (LC)                              , 2/11/1995 (24 years old)  ,24.0,186.0,75.0,50500.0,0.0,130000.0,12.0,12.0,3.0,4.0,12.0,7.0,4.0,14.0,8.0,13.0,13.0,5.0,3.0,12.0,7.0,10.0,6.0,13.0,5.0,12.0,11.0,5.0,13.0,16.0,12.0,13.0,9.0,2.0,10.0,12.0,2.0,11.0,4.0,2.0,1.0,7.0,12.0,3.0,12.0,10.0,15.0,13.0,1.0,10.0,3.0,1.0,1,0,0,0,0,0,65.2,1497.63,1156.0,0,0,1,0,Aleksandr Kleshchenko
,,,,,Evgeny Pesegov,Rotor,RUS," DM, M (C)                           ", 21/2/1989 (31 years old)  ,31.0,175.0,71.0,4300.0,0.0,130000.0,8.0,8.0,1.0,11.0,10.0,9.0,11.0,10.0,12.0,10.0,10.0,8.0,3.0,9.0,9.0,11.0,13.0,12.0,10.0,11.0,13.0,10.0,15.0,16.0,12.0,9.0,11.0,1.0,12.0,11.0,1.0,7.0,2.0,3.0,3.0,13.0,13.0,2.0,12.0,12.0,14.0,12.0,3.0,10.0,1.0,1.0,0,0,0,1,0,0,79.8,1497.63,1320.0,0,0,0,1,Evgeniy Pesegov
,,,,,Mikhail Philippov,Chaika Peschanokopskoe,RUS, GK                                  , 10/6/1992 (28 years old)  ,28.0,197.0,87.0,10250.0,0.0,130000.0,8.0,18.0,8.0,8.0,2.0,3.0,3.0,1.0,7.0,12.0,8.0,4.0,14.0,10.0,3.0,10.0,1.0,9.0,3.0,2.0,12.0,1.0,9.0,12.0,8.0,6.0,9.0,10.0,7.0,8.0,16.0,15.0,10.0,12.0,8.0,3.0,12.0,12.0,10.0,10.0,10.0,13.0,11.0,3.0,12.0,11.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Mikhail Philippov
,,,,,Alexey Mironov,Other,RUS," DM, M/AM (C)                        ", 1/1/2000 (20 years old)   ,20.0,175.0,70.0,425.0,0.0,125000.0,8.0,8.0,2.0,15.0,5.0,10.0,13.0,8.0,12.0,13.0,12.0,9.0,3.0,6.0,12.0,11.0,11.0,9.0,5.0,7.0,7.0,8.0,12.0,7.0,13.0,8.0,11.0,1.0,11.0,11.0,1.0,8.0,3.0,4.0,3.0,11.0,11.0,4.0,10.0,12.0,12.0,11.0,3.0,11.0,3.0,2.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksey Mironov
,,,,,Philipp Dvoretskov,Torpedo Moscow,RUS, M/AM (C)                            , 17/3/1997 (23 years old)  ,23.0,183.0,70.0,7750.0,0.0,125000.0,8.0,10.0,3.0,12.0,9.0,8.0,12.0,9.0,14.0,8.0,9.0,8.0,4.0,7.0,8.0,12.0,12.0,11.0,8.0,7.0,7.0,6.0,9.0,13.0,10.0,8.0,12.0,3.0,12.0,12.0,3.0,8.0,4.0,2.0,3.0,11.0,9.0,1.0,12.0,13.0,9.0,10.0,1.0,9.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1370.0,0,0,0,1,Philipp Dvoretskov
,,,,,Maxim Kuzmin,Baltika,RUS," M (L), AM (RL)                      ", 1/6/1996 (24 years old)   ,24.0,178.0,75.0,7750.0,0.0,125000.0,13.0,9.0,3.0,11.0,4.0,11.0,13.0,5.0,12.0,15.0,9.0,12.0,2.0,9.0,10.0,12.0,10.0,12.0,10.0,8.0,6.0,13.0,11.0,9.0,11.0,7.0,12.0,2.0,13.0,13.0,1.0,9.0,3.0,3.0,1.0,9.0,11.0,3.0,11.0,13.0,14.0,8.0,3.0,10.0,3.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Maksim Kuzmin
,,,,,Alexey Kenyaikin,Orenburg,RUS, GK                                  , 23/8/1998 (21 years old)  ,21.0,199.0,87.0,4000.0,0.0,120000.0,10.0,19.0,11.0,6.0,1.0,2.0,1.0,2.0,9.0,12.0,13.0,5.0,12.0,15.0,3.0,9.0,1.0,14.0,2.0,1.0,7.0,4.0,9.0,11.0,9.0,3.0,9.0,12.0,6.0,7.0,17.0,16.0,15.0,10.0,3.0,3.0,13.0,16.0,13.0,9.0,11.0,14.0,12.0,2.0,14.0,15.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksey Kenyaikin
,,,,,Evgeny Steshin,Shinnik,RUS, D (C)                               , 14/4/1992 (28 years old)  ,28.0,194.0,83.0,4400.0,0.0,120000.0,14.0,16.0,2.0,8.0,5.0,5.0,7.0,11.0,9.0,10.0,11.0,5.0,3.0,12.0,5.0,9.0,6.0,11.0,5.0,11.0,8.0,5.0,10.0,12.0,11.0,13.0,8.0,3.0,9.0,10.0,2.0,13.0,3.0,2.0,2.0,4.0,8.0,3.0,11.0,9.0,10.0,11.0,2.0,7.0,3.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Evgeniy Steshin
