name,club,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,current_age,kor_names
Shin Woo-Keun,Busan TC,KOR," D (C), ST (C)                  ",1987-06-21,33.0,176.0,65.0,450.0,0.0,110.0,9.0,5.0,2.0,4.0,1.0,4.0,11.0,8.0,5.0,4.0,4.0,4.0,4.0,9.0,3.0,2.0,10.0,5.0,1.0,8.0,14.0,3.0,10.0,9.0,8.0,4.0,10.0,3.0,11.0,10.0,1.0,9.0,4.0,2.0,1.0,3.0,5.0,2.0,8.0,10.0,5.0,2.0,1.0,7.0,1.0,3.0,1,0,0,0,0,0,52.6,1540.35,1156.0,0,0,1,0,36,신 우 왕
Kim Jae-Woong,Other,KOR," M (C), AM (RLC)                ",1988-01-01,32.0,173.0,68.0,9.0,0.0,110.0,13.0,8.0,1.0,11.0,2.0,9.0,10.0,6.0,11.0,7.0,6.0,10.0,3.0,8.0,6.0,10.0,11.0,8.0,9.0,8.0,12.0,10.0,8.0,13.0,8.0,6.0,10.0,2.0,11.0,9.0,2.0,7.0,2.0,2.0,3.0,10.0,10.0,1.0,9.0,11.0,10.0,12.0,3.0,8.0,2.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,1,0,35,김재상
Bae Il-Hwan,Other,KOR, AM (R)                         ,1988-07-20,32.0,178.0,77.0,9.0,0.0,110.0,11.0,8.0,1.0,10.0,3.0,7.0,11.0,6.0,10.0,8.0,8.0,6.0,1.0,8.0,7.0,8.0,12.0,8.0,10.0,4.0,9.0,5.0,9.0,13.0,14.0,8.0,10.0,2.0,11.0,11.0,1.0,8.0,2.0,3.0,3.0,11.0,10.0,3.0,12.0,12.0,11.0,9.0,1.0,7.0,2.0,1.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,35,Bae Il-hwan
Park Jin-Po,Other,KOR, D (R)                          ,1987-08-13,32.0,173.0,72.0,9.0,0.0,110.0,13.0,9.0,3.0,11.0,14.0,9.0,11.0,10.0,9.0,13.0,11.0,6.0,4.0,10.0,4.0,9.0,13.0,11.0,11.0,11.0,15.0,4.0,10.0,9.0,10.0,8.0,11.0,1.0,11.0,10.0,2.0,11.0,3.0,2.0,3.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,3.0,4.0,2.0,3.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,36,박 진포
Lee Hyo-Kyun,Other,KOR, ST (C)                         ,1988-03-12,32.0,185.0,80.0,9.0,0.0,110.0,11.0,11.0,4.0,10.0,3.0,9.0,10.0,6.0,10.0,10.0,9.0,7.0,1.0,7.0,7.0,10.0,12.0,11.0,10.0,8.0,9.0,2.0,10.0,14.0,10.0,11.0,11.0,3.0,9.0,9.0,2.0,10.0,3.0,1.0,3.0,11.0,11.0,2.0,9.0,10.0,11.0,11.0,3.0,12.0,2.0,1.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,0,1,35,리 하이오키
Im Ha-Ram,Other,KOR, D (C)                          ,1990-11-18,29.0,186.0,87.0,9.0,0.0,110.0,12.0,13.0,1.0,7.0,6.0,10.0,9.0,10.0,5.0,9.0,7.0,6.0,3.0,11.0,5.0,5.0,5.0,7.0,6.0,10.0,11.0,4.0,8.0,11.0,10.0,14.0,9.0,2.0,6.0,7.0,3.0,13.0,2.0,2.0,1.0,7.0,12.0,1.0,9.0,7.0,10.0,13.0,1.0,4.0,2.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,33,Im ha-ram
An Dong-Hyeok,Other,KOR," D (R), M (C), AM (R)           ",1988-11-11,31.0,176.0,72.0,9.0,0.0,110.0,4.0,4.0,1.0,11.0,2.0,9.0,12.0,2.0,12.0,9.0,7.0,9.0,3.0,8.0,12.0,12.0,6.0,7.0,10.0,4.0,8.0,7.0,9.0,13.0,13.0,3.0,11.0,3.0,11.0,11.0,3.0,6.0,4.0,1.0,3.0,12.0,6.0,2.0,6.0,13.0,8.0,5.0,2.0,7.0,1.0,2.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,35,Dong-Hyeok
Choi Bong-Won,Other,KOR, D (C)                          ,1994-05-16,26.0,185.0,78.0,9.0,0.0,110.0,10.0,10.0,2.0,1.0,2.0,1.0,1.0,8.0,2.0,4.0,5.0,1.0,1.0,12.0,1.0,5.0,6.0,12.0,2.0,11.0,11.0,1.0,7.0,12.0,8.0,10.0,5.0,1.0,12.0,12.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,11.0,12.0,6.0,7.0,3.0,1.0,2.0,2.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,29,최부전
Shin Hak-Young,Other,KOR, M (C)                          ,1994-03-04,26.0,175.0,67.0,9.0,0.0,110.0,11.0,8.0,2.0,10.0,5.0,8.0,11.0,9.0,11.0,12.0,9.0,7.0,3.0,11.0,5.0,11.0,5.0,10.0,9.0,9.0,9.0,3.0,8.0,12.0,8.0,5.0,11.0,1.0,13.0,11.0,1.0,9.0,1.0,3.0,1.0,10.0,10.0,1.0,12.0,12.0,13.0,11.0,3.0,6.0,2.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,29,신 Hak-Young
Yoon Seung-Won,Other,KOR, AM (RLC)                       ,1995-02-11,25.0,186.0,74.0,9.0,0.0,110.0,5.0,14.0,2.0,9.0,7.0,8.0,11.0,8.0,12.0,10.0,10.0,9.0,2.0,10.0,10.0,9.0,9.0,8.0,13.0,7.0,13.0,10.0,9.0,9.0,8.0,10.0,11.0,1.0,9.0,10.0,1.0,11.0,1.0,1.0,2.0,11.0,11.0,4.0,13.0,9.0,10.0,12.0,1.0,10.0,2.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,28,윤승원
Kim Dae-Ho,Other,KOR, D (L)                          ,1988-05-15,32.0,180.0,78.0,9.0,0.0,110.0,13.0,12.0,3.0,9.0,12.0,8.0,10.0,12.0,10.0,11.0,10.0,9.0,1.0,9.0,5.0,10.0,4.0,8.0,11.0,11.0,10.0,5.0,9.0,12.0,11.0,12.0,9.0,1.0,10.0,11.0,3.0,12.0,3.0,3.0,3.0,11.0,11.0,2.0,12.0,10.0,13.0,11.0,1.0,8.0,3.0,1.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,35,김 대호
Kim Dong-Gwon,Other,KOR, D (C)                          ,1992-04-04,28.0,187.0,86.0,9.0,0.0,110.0,12.0,13.0,3.0,9.0,7.0,8.0,7.0,11.0,8.0,5.0,9.0,1.0,4.0,10.0,1.0,7.0,5.0,8.0,2.0,12.0,15.0,2.0,9.0,12.0,15.0,12.0,10.0,3.0,10.0,10.0,1.0,12.0,1.0,2.0,1.0,5.0,9.0,1.0,14.0,10.0,9.0,11.0,3.0,2.0,1.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,김 동금
Park Soo-Chang,Other,KOR," M (C), AM (R)                  ",1989-06-20,31.0,174.0,71.0,9.0,0.0,110.0,13.0,7.0,2.0,9.0,1.0,8.0,12.0,7.0,12.0,10.0,10.0,7.0,3.0,5.0,8.0,11.0,9.0,9.0,9.0,9.0,8.0,7.0,13.0,7.0,13.0,5.0,11.0,3.0,10.0,11.0,3.0,5.0,2.0,2.0,3.0,11.0,10.0,1.0,10.0,11.0,12.0,12.0,3.0,10.0,1.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,34,파크 수 랭
Heo Beom-San,Other,KOR, M (RLC)                        ,1989-09-14,30.0,180.0,72.0,9.0,0.0,110.0,7.0,10.0,3.0,11.0,5.0,10.0,11.0,9.0,10.0,12.0,9.0,7.0,1.0,10.0,6.0,11.0,9.0,10.0,10.0,8.0,10.0,9.0,11.0,13.0,12.0,10.0,9.0,2.0,11.0,12.0,2.0,11.0,1.0,3.0,1.0,10.0,9.0,3.0,11.0,10.0,13.0,10.0,3.0,7.0,3.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,1,0,34,Heo San
Jun Hyun-Chul,Other,KOR, AM (RLC)                       ,1990-07-03,30.0,175.0,72.0,9.0,0.0,110.0,7.0,5.0,3.0,9.0,13.0,12.0,10.0,8.0,8.0,8.0,7.0,9.0,1.0,9.0,9.0,10.0,6.0,7.0,10.0,9.0,9.0,8.0,6.0,5.0,7.0,10.0,8.0,2.0,13.0,5.0,3.0,9.0,2.0,3.0,3.0,14.0,12.0,3.0,10.0,9.0,11.0,9.0,3.0,8.0,2.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,33,6 월 쿤
Koo Hyun-Jun,Other,KOR, D (RC)                         ,1993-12-13,26.0,182.0,70.0,9.0,0.0,110.0,11.0,9.0,2.0,3.0,6.0,4.0,5.0,7.0,6.0,7.0,7.0,1.0,1.0,12.0,1.0,5.0,5.0,9.0,6.0,8.0,8.0,5.0,6.0,6.0,13.0,7.0,6.0,2.0,13.0,13.0,2.0,10.0,2.0,3.0,2.0,6.0,7.0,3.0,11.0,12.0,7.0,9.0,2.0,1.0,2.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,29,쿠현 jun
Yoo Soo-Chul,Other,KOR, D (C)                          ,1992-08-08,27.0,188.0,84.0,9.0,0.0,110.0,9.0,7.0,2.0,2.0,1.0,1.0,5.0,10.0,5.0,5.0,6.0,1.0,3.0,10.0,1.0,5.0,5.0,13.0,1.0,13.0,7.0,1.0,5.0,12.0,7.0,13.0,2.0,3.0,13.0,13.0,4.0,8.0,3.0,1.0,1.0,1.0,6.0,2.0,5.0,13.0,6.0,8.0,1.0,3.0,3.0,2.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,유수 쿨
Ju Se-Jong,Other,KOR," DM, M (C)                      ",1990-10-30,29.0,176.0,72.0,9.0,0.0,110.0,11.0,8.0,3.0,11.0,9.0,13.0,11.0,11.0,12.0,11.0,10.0,12.0,4.0,11.0,8.0,12.0,4.0,12.0,9.0,10.0,12.0,11.0,12.0,11.0,11.0,8.0,12.0,3.0,11.0,10.0,3.0,11.0,3.0,2.0,2.0,13.0,12.0,2.0,14.0,10.0,11.0,13.0,3.0,11.0,1.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,33,Ju Se-Jong
Park Sun-Yong,Other,KOR," D/WB (R), DM                   ",1989-03-12,31.0,173.0,67.0,9.0,0.0,110.0,9.0,9.0,1.0,10.0,9.0,9.0,11.0,11.0,9.0,11.0,9.0,7.0,2.0,9.0,7.0,10.0,7.0,10.0,11.0,12.0,11.0,10.0,11.0,16.0,12.0,10.0,10.0,2.0,10.0,11.0,1.0,10.0,2.0,1.0,3.0,9.0,11.0,2.0,15.0,10.0,14.0,15.0,1.0,8.0,2.0,3.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,34,공원 선생
Hong Jin-Ki,Other,KOR, D (C)                          ,1990-10-20,29.0,182.0,82.0,9.0,0.0,110.0,5.0,7.0,2.0,1.0,1.0,6.0,6.0,11.0,1.0,6.0,4.0,3.0,1.0,13.0,1.0,7.0,5.0,11.0,3.0,11.0,8.0,2.0,7.0,11.0,11.0,11.0,5.0,4.0,13.0,13.0,2.0,10.0,3.0,2.0,1.0,6.0,7.0,2.0,4.0,13.0,7.0,9.0,3.0,8.0,2.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,1,0,33,홍진키
Kim Dong-Cheol,Other,KOR, D (C)                          ,1990-10-01,29.0,180.0,75.0,9.0,0.0,110.0,12.0,11.0,2.0,8.0,5.0,6.0,11.0,12.0,7.0,12.0,7.0,3.0,1.0,11.0,5.0,11.0,6.0,10.0,3.0,13.0,5.0,3.0,11.0,5.0,7.0,12.0,11.0,3.0,8.0,11.0,1.0,9.0,3.0,2.0,3.0,11.0,8.0,2.0,11.0,13.0,13.0,9.0,4.0,6.0,1.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,33,김동-cheol
Lee Seung-Gyu,Other,KOR, GK                             ,1992-07-27,28.0,192.0,82.0,9.0,0.0,110.0,11.0,13.0,8.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,12.0,9.0,3.0,6.0,2.0,7.0,2.0,3.0,6.0,3.0,11.0,11.0,12.0,1.0,3.0,5.0,10.0,8.0,12.0,3.0,7.0,8.0,5.0,3.0,4.0,5.0,4.0,12.0,4.0,12.0,9.0,3.0,5.0,11.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,이승기
Jin Dae-Seong,Other,KOR, M/AM (R)                       ,1989-09-19,30.0,179.0,72.0,9.0,0.0,110.0,7.0,4.0,1.0,11.0,6.0,7.0,12.0,7.0,10.0,6.0,10.0,6.0,3.0,6.0,1.0,7.0,15.0,10.0,10.0,4.0,5.0,8.0,7.0,8.0,12.0,6.0,10.0,2.0,14.0,13.0,2.0,5.0,4.0,2.0,3.0,9.0,3.0,4.0,6.0,9.0,11.0,2.0,3.0,7.0,3.0,3.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,34,진 대전
Kwon Young-Hyun,Other,KOR," AM (R), ST (C)                 ",1991-10-23,28.0,170.0,72.0,9.0,0.0,110.0,12.0,5.0,1.0,11.0,5.0,6.0,12.0,9.0,11.0,15.0,12.0,5.0,2.0,8.0,10.0,12.0,11.0,11.0,10.0,9.0,11.0,7.0,12.0,10.0,11.0,7.0,10.0,2.0,12.0,12.0,2.0,11.0,1.0,2.0,2.0,12.0,11.0,2.0,13.0,11.0,14.0,12.0,4.0,9.0,1.0,3.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,32,Kwon Young-Hyun
Kim Tae-Eun,Other,KOR, D (R)                          ,1989-09-21,30.0,179.0,77.0,9.0,0.0,110.0,10.0,7.0,1.0,5.0,4.0,4.0,10.0,13.0,7.0,6.0,6.0,1.0,1.0,10.0,1.0,7.0,9.0,9.0,9.0,9.0,9.0,2.0,8.0,7.0,9.0,7.0,7.0,1.0,13.0,12.0,1.0,5.0,1.0,1.0,2.0,10.0,5.0,2.0,12.0,13.0,12.0,8.0,4.0,3.0,2.0,3.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,34,김태 이온
Lee Sang-Uk,Other,KOR, GK                             ,1990-03-09,30.0,190.0,89.0,9.0,0.0,110.0,6.0,12.0,10.0,5.0,2.0,2.0,2.0,3.0,4.0,6.0,3.0,5.0,13.0,7.0,3.0,8.0,1.0,11.0,1.0,3.0,12.0,2.0,11.0,7.0,6.0,1.0,2.0,5.0,12.0,10.0,8.0,4.0,3.0,11.0,5.0,3.0,7.0,8.0,2.0,16.0,5.0,10.0,11.0,1.0,9.0,12.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,33,Lee Sang-uk
Park Yong-Jun,Other,KOR, M (R)                          ,1993-06-21,27.0,176.0,75.0,9.0,0.0,110.0,7.0,8.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,7.0,6.0,3.0,5.0,1.0,7.0,9.0,5.0,9.0,5.0,4.0,7.0,3.0,11.0,8.0,3.0,10.0,3.0,13.0,13.0,1.0,7.0,4.0,3.0,2.0,6.0,7.0,4.0,11.0,12.0,7.0,5.0,3.0,4.0,3.0,3.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,30,박천 가운
Kim Tae-Ho,Other,KOR, D (RL)                         ,1989-09-22,30.0,182.0,77.0,9.0,0.0,110.0,10.0,8.0,3.0,5.0,5.0,7.0,7.0,12.0,9.0,8.0,8.0,1.0,1.0,9.0,5.0,9.0,5.0,8.0,12.0,9.0,9.0,4.0,11.0,13.0,11.0,8.0,9.0,1.0,11.0,13.0,1.0,5.0,1.0,2.0,3.0,7.0,8.0,3.0,11.0,14.0,7.0,5.0,3.0,3.0,1.0,1.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,34,킴 태호
Jwa Joon-Hyeop,Other,KOR," DM, M (C)                      ",1991-05-07,29.0,177.0,72.0,9.0,0.0,110.0,13.0,9.0,1.0,9.0,7.0,10.0,9.0,10.0,9.0,10.0,7.0,6.0,1.0,11.0,8.0,9.0,10.0,8.0,8.0,11.0,12.0,7.0,9.0,9.0,8.0,8.0,9.0,2.0,11.0,12.0,2.0,12.0,1.0,3.0,3.0,9.0,13.0,3.0,13.0,11.0,12.0,9.0,2.0,8.0,2.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,32,Jwa Joon-Hyeop
Je Jong-Hyeon,Other,KOR, GK                             ,1991-12-06,28.0,191.0,87.0,9.0,0.0,110.0,6.0,13.0,8.0,5.0,3.0,3.0,1.0,3.0,1.0,6.0,6.0,6.0,12.0,7.0,2.0,8.0,2.0,8.0,2.0,2.0,11.0,3.0,11.0,7.0,10.0,1.0,1.0,7.0,12.0,11.0,12.0,5.0,8.0,12.0,5.0,2.0,6.0,9.0,5.0,5.0,5.0,15.0,11.0,3.0,8.0,10.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,정
Kim Jin-Young,Other,KOR, GK                             ,1992-03-02,28.0,195.0,80.0,9.0,0.0,110.0,8.0,9.0,9.0,12.0,1.0,3.0,1.0,1.0,6.0,12.0,11.0,7.0,12.0,12.0,2.0,13.0,10.0,11.0,1.0,2.0,13.0,4.0,11.0,9.0,10.0,2.0,11.0,12.0,11.0,8.0,11.0,12.0,12.0,12.0,10.0,1.0,10.0,13.0,10.0,10.0,12.0,10.0,11.0,3.0,11.0,11.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,킴 진영
Park Jun-Hui,Other,KOR," D (R), M (C)                   ",1991-03-01,29.0,184.0,77.0,9.0,0.0,110.0,10.0,12.0,2.0,10.0,8.0,11.0,11.0,11.0,8.0,11.0,10.0,8.0,2.0,10.0,10.0,11.0,5.0,11.0,10.0,12.0,9.0,8.0,11.0,7.0,9.0,13.0,10.0,2.0,10.0,10.0,3.0,12.0,3.0,2.0,3.0,10.0,12.0,3.0,11.0,10.0,14.0,13.0,3.0,9.0,1.0,2.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,32,공원 준 후이
Lee Min-Woo,Other,KOR, ST (C)                         ,1991-12-01,28.0,177.0,72.0,9.0,0.0,110.0,8.0,9.0,3.0,12.0,1.0,6.0,10.0,3.0,10.0,12.0,5.0,6.0,3.0,8.0,3.0,7.0,10.0,13.0,5.0,2.0,10.0,6.0,7.0,10.0,10.0,10.0,10.0,1.0,12.0,11.0,2.0,9.0,3.0,1.0,1.0,9.0,7.0,3.0,14.0,11.0,11.0,12.0,2.0,11.0,2.0,1.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,0,1,32,이민우
Han Ji-Sung,Other,KOR, D (C)                          ,1991-10-05,28.0,192.0,75.0,9.0,0.0,110.0,11.0,11.0,2.0,3.0,3.0,1.0,5.0,11.0,5.0,6.0,7.0,3.0,3.0,7.0,1.0,7.0,5.0,12.0,2.0,13.0,5.0,6.0,13.0,6.0,13.0,13.0,7.0,3.0,13.0,13.0,1.0,7.0,2.0,1.0,1.0,1.0,7.0,3.0,12.0,13.0,7.0,9.0,3.0,4.0,1.0,1.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,32,한지-노래
Nam Se-In,Other,KOR, M (C)                          ,1993-01-15,27.0,167.0,58.0,9.0,0.0,110.0,7.0,6.0,2.0,7.0,2.0,10.0,5.0,8.0,9.0,9.0,6.0,5.0,3.0,8.0,6.0,12.0,7.0,8.0,7.0,9.0,6.0,6.0,8.0,12.0,7.0,6.0,9.0,2.0,6.0,10.0,1.0,10.0,1.0,3.0,3.0,10.0,7.0,1.0,9.0,5.0,10.0,6.0,4.0,7.0,2.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,30,남 세인
Choi Bong-Gyun,Other,KOR, M (C)                          ,1991-06-24,29.0,174.0,68.0,9.0,0.0,110.0,8.0,10.0,3.0,8.0,9.0,6.0,9.0,10.0,8.0,10.0,7.0,5.0,2.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,5.0,5.0,8.0,7.0,7.0,6.0,8.0,3.0,11.0,11.0,1.0,10.0,1.0,1.0,2.0,8.0,8.0,1.0,12.0,10.0,11.0,6.0,3.0,6.0,2.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,1,0,32,최선 성
Choi Sung-Min,Other,KOR, D (C)                          ,1991-08-20,28.0,185.0,80.0,9.0,0.0,110.0,8.0,8.0,1.0,1.0,1.0,1.0,4.0,9.0,3.0,4.0,1.0,1.0,4.0,10.0,1.0,5.0,5.0,11.0,1.0,12.0,10.0,1.0,6.0,8.0,7.0,6.0,5.0,3.0,12.0,12.0,1.0,12.0,2.0,3.0,1.0,1.0,5.0,3.0,7.0,12.0,5.0,5.0,3.0,1.0,3.0,1.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,32,최소 조인
Han Eui-Gwon,Other,KOR," M/AM (L), ST (C)               ",1994-06-30,26.0,181.0,72.0,9.0,0.0,110.0,12.0,9.0,1.0,10.0,9.0,11.0,11.0,8.0,11.0,9.0,10.0,6.0,2.0,9.0,10.0,11.0,11.0,13.0,9.0,9.0,5.0,7.0,11.0,3.0,11.0,12.0,10.0,3.0,14.0,13.0,1.0,9.0,1.0,3.0,2.0,14.0,10.0,1.0,12.0,11.0,13.0,12.0,1.0,12.0,3.0,1.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,1,0,29,한 eui-gwon
Lee Ho-Seok,Other,KOR, AM (RLC)                       ,1991-05-21,29.0,174.0,65.0,9.0,0.0,110.0,11.0,9.0,2.0,11.0,4.0,7.0,12.0,6.0,11.0,9.0,8.0,6.0,3.0,12.0,8.0,11.0,10.0,10.0,8.0,6.0,9.0,5.0,9.0,8.0,10.0,5.0,11.0,1.0,13.0,12.0,3.0,11.0,3.0,3.0,2.0,12.0,12.0,1.0,9.0,12.0,11.0,12.0,1.0,10.0,2.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,32,이 호 oo-seok
Hong Dong-Hyun,Other,KOR," DM, ST (C)                     ",1991-10-30,28.0,181.0,70.0,9.0,0.0,110.0,8.0,7.0,2.0,9.0,1.0,10.0,9.0,9.0,6.0,8.0,6.0,4.0,1.0,11.0,3.0,6.0,6.0,7.0,5.0,6.0,13.0,6.0,8.0,15.0,13.0,10.0,7.0,3.0,11.0,8.0,2.0,12.0,1.0,2.0,3.0,10.0,7.0,3.0,8.0,8.0,11.0,7.0,2.0,7.0,1.0,3.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,1,0,32,홍동현
Kim Han-Bin,Other,KOR, D (L)                          ,1991-03-31,29.0,173.0,65.0,9.0,0.0,110.0,10.0,6.0,3.0,9.0,8.0,6.0,12.0,11.0,11.0,11.0,11.0,6.0,2.0,13.0,7.0,11.0,11.0,10.0,9.0,10.0,10.0,7.0,9.0,12.0,10.0,8.0,10.0,2.0,12.0,12.0,3.0,8.0,2.0,3.0,3.0,12.0,12.0,3.0,13.0,12.0,13.0,11.0,1.0,5.0,2.0,3.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,32,킴 한 빈
Cho Suk-Jae,Other,KOR, ST (C)                         ,1993-03-24,27.0,180.0,80.0,9.0,0.0,110.0,7.0,7.0,3.0,8.0,3.0,4.0,10.0,1.0,10.0,10.0,9.0,4.0,3.0,3.0,1.0,4.0,11.0,9.0,3.0,3.0,11.0,2.0,2.0,3.0,8.0,11.0,12.0,1.0,7.0,12.0,2.0,7.0,3.0,2.0,3.0,7.0,5.0,2.0,10.0,12.0,8.0,5.0,1.0,11.0,3.0,1.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,0,1,30,초 수크 제이
Choi Chi-Won,Other,KOR," M (C), AM (R)                  ",1993-06-11,27.0,178.0,72.0,9.0,0.0,110.0,8.0,9.0,3.0,10.0,6.0,9.0,11.0,8.0,10.0,10.0,8.0,4.0,1.0,6.0,6.0,12.0,8.0,10.0,8.0,7.0,11.0,7.0,9.0,4.0,9.0,9.0,9.0,4.0,8.0,9.0,2.0,7.0,2.0,1.0,1.0,7.0,12.0,2.0,12.0,10.0,11.0,10.0,2.0,11.0,1.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,30,초키 본
Kim Tae-Ho,Other,KOR, GK                             ,1992-06-05,28.0,187.0,77.0,9.0,0.0,110.0,9.0,14.0,17.0,10.0,1.0,3.0,13.0,2.0,1.0,9.0,7.0,5.0,11.0,6.0,3.0,5.0,8.0,5.0,1.0,2.0,10.0,2.0,12.0,3.0,11.0,1.0,1.0,7.0,4.0,4.0,9.0,6.0,11.0,10.0,11.0,3.0,11.0,12.0,8.0,9.0,9.0,8.0,11.0,1.0,8.0,12.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,31,킴 태호
Jang Dae-Hee,Other,KOR, GK                             ,1994-04-19,26.0,188.0,82.0,9.0,0.0,110.0,9.0,8.0,10.0,9.0,2.0,1.0,11.0,2.0,8.0,7.0,7.0,8.0,10.0,8.0,2.0,9.0,9.0,8.0,3.0,1.0,7.0,4.0,9.0,17.0,9.0,5.0,6.0,10.0,8.0,9.0,10.0,9.0,9.0,10.0,11.0,1.0,8.0,9.0,7.0,8.0,8.0,10.0,9.0,3.0,10.0,9.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,29,장 대전
Yoo Lo-Mon,Other,KOR, M/AM (R)                       ,1991-12-04,28.0,178.0,73.0,9.0,0.0,110.0,8.0,7.0,1.0,8.0,6.0,3.0,8.0,5.0,11.0,7.0,9.0,2.0,1.0,6.0,3.0,9.0,14.0,8.0,9.0,6.0,3.0,4.0,7.0,11.0,13.0,3.0,12.0,3.0,13.0,13.0,2.0,4.0,2.0,1.0,3.0,13.0,7.0,2.0,11.0,13.0,6.0,8.0,2.0,5.0,1.0,3.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,32,유로 몬
Lee Ji-Min,Other,KOR, D (L)                          ,1993-09-04,26.0,173.0,74.0,9.0,0.0,110.0,15.0,1.0,3.0,7.0,9.0,4.0,6.0,11.0,8.0,7.0,7.0,4.0,1.0,6.0,2.0,7.0,7.0,8.0,9.0,11.0,13.0,7.0,10.0,10.0,13.0,9.0,8.0,2.0,13.0,13.0,3.0,11.0,2.0,2.0,1.0,3.0,7.0,1.0,11.0,13.0,7.0,12.0,4.0,5.0,2.0,2.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,1,0,30,이지민
Lee In-Soo,Other,KOR, GK                             ,1993-11-16,26.0,191.0,76.0,9.0,0.0,110.0,6.0,15.0,10.0,6.0,2.0,2.0,3.0,2.0,4.0,7.0,7.0,8.0,13.0,13.0,1.0,6.0,3.0,10.0,2.0,1.0,1.0,5.0,9.0,17.0,11.0,1.0,2.0,9.0,10.0,10.0,11.0,7.0,9.0,13.0,5.0,3.0,7.0,7.0,5.0,8.0,5.0,13.0,9.0,1.0,7.0,15.0,0,0,1,0,0,0,40.8,1540.35,1156.0,0,0,0,1,30,리 인수
